Move Component(s) Origin to Grid
Filename     : D:\Documents\yujiangtao\aaa1\aaa2\Intermediate_LCL_Revised_20230525.PcbDoc
Date         : 2024/2/22
Time         : 16:51:43
Time Elapsed : 00:00:00


    Small Component TP18-PWMEN2 (9610mil,13240mil) on Top Layer - Component origin is already ON grid.
    SMT Small Component R112-10.0k (15120.969mil,13081.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R111-10.0k (15182.433mil,13081.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R110-10.0k (15489.756mil,13081.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R109-20 (9599.52mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R108-10.0k (15551.221mil,13081.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R107-20 (9538.055mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R106-20 (9722.449mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R105-20 (9660.985mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R104-0 (15366.827mil,13081.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R103-0 (15428.292mil,13081.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R102-20 (9476.591mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R101-20 (9292.197mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R100-20 (9230.732mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R99-20 (9180mil,13920mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R98-20 (9353.662mil,14041.189mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R97-10.0k (3712.611mil,12662.597mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R96-0 (3658.56mil,12662.597mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R95-10.0k (3839.133mil,12789.468mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R94-10.0k (27910mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R93-10.0k (27680mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R92-10.0k (29270mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R91-10.0k (29060mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R90-10.0k (28830mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R89-10.0k (28600mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R88-10.0k (28370mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R87-10.0k (28140mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R86-10.0k (30630mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R85-10.0k (30400mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R84-10.0k (30170mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R83-10.0k (29940mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R82-10.0k (29710mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R81-10.0k (29500mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R80-20 (32470mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R79-20 (32930mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R78-20 (33160mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R77-20 (33390mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R76-20 (33620mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R75-20 (34280mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R74-20 (34510mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R73-10.0k (34740mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R72-20 (34970mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R71-20 (35200mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R70-0 (35870mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R69-0 (35640mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R56-0 (14400mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R55-0 (14630mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R54-0 (15090mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R53-0 (14860mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R52-0 (15530mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R51-0 (15320mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R50-0 (16220mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R49-0 (15990mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R48-10.0k (16670mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R47-0 (8050.686mil,12887mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R46-0 (7997.006mil,12887mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R45-0 (8189.315mil,12817.138mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R44-0 (8189.315mil,12867.653mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R43-10.0k (12527.452mil,13488.579mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R42-0 (12477.049mil,13488.195mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R41-0 (8290.902mil,12817.138mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R40-0 (8290.902mil,12867.653mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R39-10.0k (8127.539mil,12957.147mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R38-16.5k (13245.08mil,13411.138mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R37-3.24k (12940mil,13500mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R36-51.0k (13276.407mil,13315.08mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R35-4.22k (22610mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R34-113k (13276.107mil,13361.792mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R33-10.0k (12628.596mil,13379.535mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R32-100k (25160mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R31-68k (12830.152mil,13240.751mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R30-0 (12150.724mil,13037.794mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R29-16.5k (12731.197mil,13452.154mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R28-274k (12321.086mil,12927.292mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R27-54.9k (12250.704mil,12904.246mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R26-0 (12295.55mil,13007.014mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R25-0 (12251.95mil,13006.39mil) on Top Layer - Component pads are OFF grid. No action taken.
    Small Component P1-Header 2 (13490mil,13480mil) on Top Layer - Component origin is already ON grid.
    SMT Small Component L8-33uH (13441.757mil,13295.154mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component L7-100uH (12642.822mil,13255.09mil) on Top Layer - Component pads are OFF grid. No action taken.
    Small Component J19-CON3 (25770mil,7390mil) on Top Layer - Component origin is already ON grid.
    Small Component J18-CON3 (26230mil,7390mil) on Top Layer - Component origin is already ON grid.
    Small Component J17-CON2 (12081.178mil,13361.792mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component DS2-TLMP1100-GS08 (12601.501mil,13530mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component DS1-TLMP1100-GS08 (12760mil,13530mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component D8-1PS79SB70,115 (9698.929mil,13950.63mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component D7-1PS79SB70,115 (9584.315mil,13950.63mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component D6-1PS79SB70,115 (9928.157mil,13950.63mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component D5-1PS79SB70,115 (9813.543mil,13950.63mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component D4-1PS79SB70,115 (36300mil,7870mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component D3-1PS79SB70,115 (36130mil,7870mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component D2-1PS79SB70,115 (36620mil,7870mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component D1-1PS79SB70,115 (36470mil,7870mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C91-0.1uF (3960.719mil,12950.283mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C90-2200pF (9851.284mil,14042.693mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C89-2200pF (9785.882mil,14042.693mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C88-2200pF (9232.701mil,13925.071mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C87-2200pF (9916.685mil,14042.693mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C86-2200pF (9428.906mil,13925.071mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C85-2200pF (9494.307mil,13925.071mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C84-2200pF (9298.102mil,13925.071mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C83-0.1uF (16233.237mil,13082.693mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C82-2200pF (9363.504mil,13925.071mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C81-0.1uF (16167.835mil,13082.693mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C80-0.1uF (3962.376mil,12690.283mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C79-2200pF (31320mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C78-2200pF (31090mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C77-2200pF (30860mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C76-2200pF (32240mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C75-2200pF (32010mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C74-2200pF (31780mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C73-2200pF (31550mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C72-2200pF (32700mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C71-0.1uF (34080mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C70-0.1uF (35420mil,7850mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C54-3.3uF (13742.16mil,13417.098mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    Small Component C53-220uF (13739.528mil,13480mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C52-0.1uF (15760mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C51-100uF (12406.491mil,13460mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C50-1uF (12431.496mil,13260mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C49-0.1uF (8325.278mil,12959.766mil) on Bottom Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C48-1uF (12880.198mil,13344.028mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C47-3.3uF (13302.904mil,13230.277mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C46-100nF (13252.904mil,13230.277mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C45-100nF (13586.443mil,13293.454mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C44-3.3uF (13536.443mil,13293.454mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C43-0.033uF (22840mil,7070mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C42-0.01uF (12940.86mil,13430.429mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C41-0.1uF (12776.685mil,13450.522mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C40-100uF (12830.621mil,13450.522mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C39-0.1uF (12117.13mil,12912.822mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C38-0.1uF (12039.327mil,13072.191mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C37-3300pF (12830.621mil,13343.184mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C36-0.01uF (12880mil,13240mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component C35-10nF (12776.685mil,13343.184mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C34-2200pF (12319.582mil,12871.858mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C33-0.1uF (12350.374mil,13147.635mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component C32-0.1uF (12343.818mil,13007.772mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U22_6-INA240A1PW (7147.448mil,14697.897mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U22_5-INA240A1PW (6487mil,14704.327mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U22_4-INA240A1PW (5767.448mil,14704.897mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U22_3-INA240A1PW (7117.448mil,15584.897mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U22_2-INA240A1PW (6487.448mil,15584.897mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U22_1-INA240A1PW (5767mil,15594.327mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U17_2-TLV3201AIDBVR (3758.815mil,13940mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U17_1-TLV3201AIDBVR (4740.311mil,13940mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U16_2-TLV3201AIDBVR (3238.815mil,13740mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U16_1-TLV3201AIDBVR (4220.311mil,13740mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U15_2-SN74LVC1G332DCKR (3484.61mil,13730.222mil) on Top Layer - Component pads are OFF grid. No action taken.
    SOIC Component U15_1-SN74LVC1G332DCKR (4466.106mil,13730.222mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U14_2-TLV3201AIDBVR (3388.815mil,13940mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U14_1-TLV3201AIDBVR (4370.311mil,13940mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U13_6-LMG5200MOFT (11022.061mil,14406.76mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U13_5-LMG5200MOFT (10310mil,14400mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    Component U13_4-LMG5200MOFT (9625.038mil,14401.269mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U13_3-LMG5200MOFT (12910mil,11380mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    Component U13_2-LMG5200MOFT (12912.061mil,12106.76mil) on Top Layer - Component pads are OFF grid. No action taken.
    Component U13_1-LMG5200MOFT (13470mil,12110mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R132_6-0 (7167.448mil,14883.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R132_5-0 (6507mil,14890mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R132_4-0 (5787.448mil,14890.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R132_3-0 (7137.448mil,15770.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R132_2-0 (6507.448mil,15770.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R132_1-0 (5787mil,15780mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R131_6-4.22k (7030.448mil,14583.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R131_5-4.22k (6370mil,14590mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R131_4-4.22k (5650.448mil,14590.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R131_3-4.22k (7000.448mil,15470.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R131_2-4.22k (6370.448mil,15470.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R131_1-4.22k (5650mil,15480mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R130_6-0 (7074.806mil,14460.31mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R130_5-0 (6414.358mil,14466.739mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R130_4-0 (5694.806mil,14467.31mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R130_3-0 (7044.806mil,15347.31mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R130_2-0 (6414.806mil,15347.31mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R130_1-0 (5694.358mil,15356.739mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R129_6-0 (7220mil,14460mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R129_5-0 (6559.552mil,14466.43mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R129_4-0 (5840mil,14467mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R129_3-0 (7190mil,15347mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R129_2-0 (6560mil,15347mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R129_1-0 (5839.552mil,15356.43mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R128_6-100k (6999.336mil,14460.773mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R128_5-100k (6338.888mil,14467.202mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R128_4-100k (5619.336mil,14467.773mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R128_3-100k (6969.336mil,15347.773mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R128_2-100k (6339.336mil,15347.773mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R128_1-100k (5618.888mil,15357.202mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R127_6-0.005 (7148.952mil,14433.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R127_5-0.005 (6488.504mil,14440mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R127_4-0.005 (5768.952mil,14440.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R127_3-0.005 (7118.952mil,15320.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R127_2-0.005 (6488.952mil,15320.57mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R127_1-0.005 (5768.504mil,15330mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R68_2-332k (3880.168mil,13937.51mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R68_1-332k (4861.664mil,13937.51mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R67_2-10.0k (3776.891mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R67_1-10.0k (4758.387mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R66_2-20 (3670mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R66_1-20 (4651.496mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R65_2-332k (3360.168mil,13737.514mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R65_1-332k (4341.664mil,13737.514mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R64_2-10.0k (3256.891mil,13840mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R64_1-10.0k (4238.387mil,13840mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R63_2-20 (3150mil,13840mil) on Top Layer - Component origin is already ON grid. - Component pads are OFF grid. No action taken.
    SMT Small Component R63_1-20 (4131.496mil,13840mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R62_2-332k (3510.168mil,13937.51mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R62_1-332k (4491.664mil,13937.51mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R61_2-10.0k (3406.891mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R61_1-10.0k (4388.387mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R60_2-20 (3300mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R60_1-20 (4281.496mil,14038.748mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R59_6-20 (10986.166mil,14706.614mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R59_5-20 (10274.106mil,14699.854mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R59_4-20 (9589.144mil,14701.123mil) on Top Layer - Component pads are OFF grid. No action taken.
    SMT Small Component R59_3-20 (12874.106mil,11679.854mil) on Top Layer - Component pads are OFF grid. No action taken.
